"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Long Run - 28km w/ MP Blocks","Run","","2.77416666666667","28000","2026-01-24","מטרת האימון: נדרש להסתכל על האימון בחלוקה ל-2. החצי הראשון מתמקד בעבודה אירובית בעצימות נמוכה. בתחום הזה אנחנו משפרים את היעילות של התהליכים המטבוליים ואת התפקוד של המערכת הקרדיו-ווסקולרית. יש חשיבות לשמור על עצימות נמוכה בשלב הזה. החצי השני הוא ריצה פרוגרסיבית במצב של עייפות שרירית, פסיכולוגית, ומאגרים מדוללים. העבודה הזו משפרת את העמידות של הגוף לעייפות, ואת היכולת של המערכת לשמר את היכולת הפיזית גם בשלבים המאוחרים. דגשים: שליטה בקצב- לא להיגרר לקצב מהיר מדי בתחילת הריצה. השיפור יגיע מריצה איטית. ריצה מהירה היא לא מועילה יותר, להפך. שינויים בקצבי העבודה: תזמון מאמץ נכון לכל מקטע. לעבור בצורה חכמה בין המקטעים – לא להאיץ בפתאומיות, אלא להכנס לקצב באופן מדורג. לשמור על טכניקת ריצה גם בשלבים המאוחרים: תנועת ידיים יעילה, מגע עם הקרקע, קאדנס. ניהול תזונה ונוזלים: צריכת פחמימות מינימום 60 גר׳ לשעה, שתייה עם אלקטרוליטים לכל אורך האימון סביב 750 מ״ג לכל ליטר זה אזור טוב. לתזמן ג׳ל/איזוטוני לפני הקטעים המהירים. עייפות: האתגר העיקרי הוא עמידות ויכולת להחזיק תחת עייפות. דורש גם ריכוז מנטלי במקטעים האחרונים. שים לב לסימני ירידה בביצועים: קצבים, דופק, טכניקה *לנסות להמנע ממסלול עם עליות משמעותיות*","28004.66015625","210","282","2130.301"," *25/01/2026 Aviel Bitton: ריצה של ה־28 ק״מ. הכנה לפני הריצה: הריצה התחילה בערב. במהלך היום אכלתי טוב. השתדלתי שהארוחה הגדולה תהיה בערך 4 שעות לפני הריצה, ושעתיים לפני אכלתי משהו קל. בסך הכול מבחינת אנרגיה ובטן הרגשתי מוכן לריצה. גם בלילה לפני יחסית ישנתי רציף ובסדר. מבחינת תחושה כללית עדיין הרגשתי שאריות מזה שהייתי חולה, אבל ימי ההתאוששות הביאו אותי למצב שלקראת הריצה הרגליים היו במצב טוב ושום דבר לא כאב. ⸻ הריצה עצמה (28 ק״מ) באופן כללי הריצה הייתה מעולה והרגשתי מאוד טוב לאורך כל הריצה, למעט 3 הק״מ האחרונים שהיו הכי קשים. חלק האיזי עשינו את כל החלק של האיזי באזור קצב 6:00–6:10. הקצב היה יציב והתחושה הייתה טובה, בלי קושי מיוחד. בסביבות ק״מ 14–15 התחילו לי כאבים בחזה בהקשר של הנשימה. זה היה מורגש אבל לא הגביל אותי, והדופק נשאר יציב. עבר אחרי כמה ק״מ. אינטרוול 1 – 4 ק״מ הרגיש טוב. הרגיש ארוך ומאתגר, אבל בסך הכול היה מעולה ומדויק. הק״מ שאחרי האינטרוול היה קצת קשה לשמור בו על קצב 6, אבל עדיין היה בסדר. אינטרוול 2 – 4 ק״מ היה אחלה מבחינת קצב, אבל הרגשתי עייפות מאוד גבוהה. הק״מ האחרון של הארבעה ק״מ האלה היה לי מאוד קשה, אבל בגלל שזה היה רק ק״מ אחד זה היה סביל. הסיום של הריצה 2 הק״מ האחרונים (קצב 6:00–6:30) היו לי מאוד מאוד קשים. הרגליים כאבו מאוד, הרגשתי עייפות גבוהה מאוד, וזה היה מבחינתי החלק הכי קשה של הריצה. בק״מ האחרון (בערך 6:40) הרגשתי שב־500–600 מטר האחרונים כבר הייתי ממש “מדדה” וסוחב את המטרים האחרונים. בגלל זה אני מגדיר את האימון הזה דרגת קושי 7, למרות שכל שאר הריצה הייתה יחסית בשליטה. ⸻ תזונה ונוזלים •	2 ג׳לים (כל אחד 25 גרם פחמימה) = 50 גרם •	בקבוקון פחמימות = 90 גרם •	סה״כ: 140 גרם פחמימה •	2 כדורי מלח •	שתייה: בערך ליטר אחד ב־2 השעות הראשונות שתיתי את רוב הליטר, ובחלק האחרון כמעט שלא שתיתי. יכול להיות שזו הייתה טעות. ⸻ תחושות אחרי הריצה אחרי הריצה הרגליים כאבו מאוד. היום, יום אחרי הריצה, אני סך הכל מרגיש בסדר, מאושש וטוב. אני לא הייתי רוצה לרוץ עכשיו, אבל אני כן מרגיש טוב. יש קצת כאבים באזור האכילס, משהו לגיטימי. אם אני משווה את זה לריצות קודמות שלי במרחקים האלה, יום אחרי הייתי מפורק ולא יכול ללכת. הפעם עשיתי הליכה של בערך 2–3 ק״מ עם הכלב, והיה בסדר, וזה משתפר עם הזמן.* *25/01/2026 Daniel Berzan: ריצה מצוינת, בטח ביחס לזה שהיית חולה בשבוע האחרון. ניהלתם את הקצבים יפה מאוד, בלי להשתולל ובלי להישרף מוקדם. החלקים של הקצב מרתון היו מדויקים ונראו בשליטה. זה ששלושת הק״מ האחרונים היו קשים זה לגמרי צפוי לאימון כזה - זה בדיוק הנקודה שרצינו להתחכך בה. העובדה שסיימת חזק יחסית ולא נשברת מוקדם זה סימן טוב מאוד! כאבים בחזה - אולי קשורים לשאריות של המחלה? בכל מקרה טוב ששמת לב לדופק והבנת שזה לא מחמיר. תזונה ושתייה סהכ 140 גרם על כמעט 3 שעות זה גבולי מאוד. יחד עם זה שלקראת הסוף כמעט שלא שתית - זה כנראה תרם לקושי הגדול בסיום. נקודה מאוד גדולה לטפל בה קדימה. זו נקודת כשל גדולה במרתון. קצת רגישות באכילס זה לגיטימי, אבל צריך לשים על זה עין השבוע. תעדכן אותי אם ממשיך/מחמיר הכי חשוב, העובדה שאתה מעיד שיום אחרי אתה מתאושש הרבה יותר טוב מריצות קודמות באותו מרחק זה מראה שהגוף מתחיל להסתגל לעומס. רק חשוב להמשיך לשמור על הדברים מאוזן. בשורה התחתונה - המטרה היתה לעבוד על העמידות בשלבים מאוחרים, לבנות בטחון, ולדייק את התכנית הטקטית (תזונה, שתייה, ניהול קצב). קיבלנו ערך בכל שלושת הוקטורים. לטיפולך נושא התזונה ושתייה קדימה.*","2.81325244903564","2.76500010490417","","172","","158","178","","","0.778860692490289","193.97","93","38","36","1","0","0","0","","","","34","120","18","3","0","0","0","","","","7","5"
"Recovery Run (RPE)","Run","הריצה צריכה להיות בקצב קל מאוד. המנטליות - ריצת התאוששות/ג׳וגינג. המספרים פחות חשוב, אך כן נכון לשמור על מאמץ יציב לאורך האימון וללא שינויי עצימות (קצב). דופק צריך להשאר נמוך ויציב, ללא מגמת עלייה.","1.25","","2026-01-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Upper","Strength","","","","2026-01-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"No Run","Day Off","","","","2026-01-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Build 2 Week 3","Custom","","","","2026-01-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Recovery Run (RPE)","Run","הריצה צריכה להיות בקצב קל מאוד. המנטליות - ריצת התאוששות/ג׳וגינג. המספרים פחות חשוב, אך כן נכון לשמור על מאמץ יציב לאורך האימון וללא שינויי עצימות (קצב). דופק צריך להשאר נמוך ויציב, ללא מגמת עלייה.","0.833333333333333","","2026-01-26","","7379.419921875","187","243","561.062"," *26/01/2026 Aviel Bitton: גוף עייף עוד מה28 הורגש מאוד*","0.834056675434113","2.45799994468689","","171","","144","158","","","0.692988220512827","44.16","50","0","0","0","0","0","0","","","","43","7","0","0","0","0","0","","","","3","7"
"Upper","Strength","","","","2026-01-27","","0","","","","","2.09261345863342","0","","","","96","134","","","0.537728323067253","68.28","126","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"VO2max - 3x400m | 3x600m | 2x800m","Run","סדרת האימונים הזו מתמקדת בעבודה סביב רמת ה-VO2max, ומטרתה לאתגר את גבול היכולת האירובית העליונה. הגירוי יכול להיות מורגש באחד או יותר מהמערכות הבאות: - מערכת הנשימה: לשמור על קצב שבו הנשימה מאומצת אך עדיין נשלטת. - המערכת השרירית: בשניות האחרונות תורגש תחושת לקטט גבוהה. להישאר שם בצורה מבוקרת. - המערכת הקרדיווסקולרית: ככל שהאינטרוולים מתארכים, הדופק יעלה, אך יישאר מתחת לדופק המקסימלי.","1.20555555555556","12900","2026-01-28","חימום: קריטי לביצוע איכותי של האימון המרכזי ולהפחתת סיכון לפציעה - ריצת ג'וגינג ארוכה והדרגתית - תרגילי אקטיבציה ותנועה במהלך האינטרוולים - להשתמש בטווח הקצבים המלא: להתחיל מהצד השמרני ולבחון היכן אתה נמצא היום. - איכות הטכניקה חשובה יותר מהקצב. חשוב לשמור על שליטה וריצה מאוזנת. מהו ה-Sweet Spot הנכון? - נשימה כבדה אבל נשלטת - טכניקת ריצה מצוינת - תחושת לקטט מאתגרת אך נסבלת לאורך האינטרוול - מקטעי התאוששות - קצב קל מאוד, כ-2:30-3:00 דק׳.","13971.23046875","224","399","1078.366"," *28/01/2026 Aviel Bitton: אימון VO2 Max רקע / מה שקדם לריצה •	אחרי ריצת 28 ק״מ בשבת •	ריצת התאוששות 50 דקות ביום שני – הייתה מלווה בהמון תשישות •	מנוחה בשלישי עשתה את העבודה •	בשלישי עשיתי אימון פלג גוף עליון, ונתתי מנוחה לרגליים •	היום (רביעי) הגעתי לריצה מרגיש מוכן וחזק •	ישנתי 2 לילות יציבים מעל 7 שעות רצוף (אחרי הרבה זמן) ⸻ תזונה ושתייה לפני הריצה •	אכלתי בננה ~20 דקות לפני הריצה •	לקחתי איתי 330 מ״ל מים •	שמתי בבקבוק חצי קפסולה אלקטרוליטים כי זו ריצה אינטנסיבית ⸻ הריצה עצמה Warm-up + Stridings •	בוורם-אפ הרגשתי טוב וחזק, בלי כאבים, באמת “בשל” לריצה •	הגעתי בגישה של “אני בא למלחמה” והמלחמה באמת קרתה •	ב־stridings (קטעים של 50 מטר מהיר) כבר התחלתי להרגיש רוחות חזקות ככל שהתקרבתי לים •	היה לי קושי גדול מאוד לייצר מהירות בסטריידינג בגלל ההתנגדות מהרוח •	זה הוריד לי את הביטחון משמעותית לקראת האינטרוולים המהירים ⸻ אינטרוולים 3×400 מטר (האינטרוולים הראשונים) אינטרוול 1–2 (על הטיילת/החוף): •	רוח נגדית הכי חזקה שיצא לי להרגיש בריצה •	היה לי מאוד קשה לייצר מהירות •	נכנסו אפקטים פסיכולוגיים חזקים (“איך אני בקושי מצליח לייצר 4:30?”) •	הרגיש לי שאין סיכוי שאצליח לעבור את ה־600 ובטח לא את ה־800 אם ככה זה ב־400 אינטרוול 3: •	ניסיתי להסתובב כדי שזה יעזור – וזה לא באמת עזר •	עדיין הרגשתי רוחות מטורפות •	הייתי מאוד מבולבל ולא הצלחתי להבין באיזה פייס אני •	ניהלתי את זה לפי וואטים וניסיתי להתנהל ככה סיכום 3×400: חוסר ודאות מוחלט + רוחות מאוד חזקות + קושי מאוד גבוה (גם פיזי וגם מנטלי). ⸻ 2×600 מטר הגעתי אליהם עם המון חוסר ביטחון, כי לא הבנתי בכלל מה הקצבים שעשיתי ב־400. התחלתי להתכנס לכיוון הירקון בתקווה שיהיו פחות רוחות. 600 ראשון: •	היה קשה, אבל הצלחתי לייצר מהירות •	הרגשתי יותר בשליטה על הנשימה והניהול 600 שני: •	הרוח ירדה משמעותית •	הרגשתי שאני מצליח לנהל את הריצה, עדיין עם הרבה מאוד קושי סיכום ה־600: עבר הרבה יותר טוב מה־400 מבחינת שליטה וביטחון — וזה נבע כמעט לגמרי מהשינוי ברוח. ⸻ 2×800 מטר (האחרונים) •	הגעתי אליהם כבר עייף ותשוש מהאינטרוולים הקודמים •	מצד שני, כמעט כבר לא הייתה רוח (או הרבה פחות) •	הרגשתי יותר בשליטה וזה היה יתרון משמעותי •	הצלחתי לייצר את הקצב הנדרש בשני האינטרוולים ⸻ סיום הריצה •	הסיום היה סבבה, הרגשתי יחסית מעושש •	השלמתי בסוף ל־1:20 שעות ⸻ ניתוח וסיכום •	בדיעבד, עמדתי טוב בכל הלפים ועשיתי את הקצבים הנדרשים •	זה גם ניכר מהאפליקציה של Stride •	זו הייתה ריצה מצוינת שעמדה ביעדים עם זאת, אני כן אשמח לניתוח (מול דניאל) להבין מה קרה בשני הלפים הראשונים: אני אומנם הייתי בטווח, אבל לדעתי נתתי שם וואטים מאוד מאוד גבוהים בגלל הרוח והסיטואציה. ⸻ דירוג קושי ותחושות אחרי •	דירגתי את האימון 9/10 •	בגלל קשיים סביבתיים חזקים (רוח) וגם קשיים מנטליים, שבאמת הייתי בטוח שאני לא מסיים ההחלטה הכי טובה שלי הייתה להתכנס לאזור בלי רוחות — ולמזלי זה באמת עבד. עכשיו, שעה וחצי–שעתיים אחרי הריצה: •	הרגליים מרגישות טוב •	אני מרגיש מעושש •	אוכל טוב היום ולא עושה הרבה פעילות •	מאוד שמח שאין כאבים משמעותיים ברגליים, זה נותן לי הרבה ביטחון להמשך •	היו קצת כאבים במהלך הריצה, אבל מינוריים ביחס למה שהיה לי בעבר (בטח אחרי ריצות ארוכות) ספרטה.* *28/01/2026 Daniel Berzan: תענוג לקרוא. תחקיר מעולה. נקודה כללית להיכרותך - פארק הירקון מוגן יותר מהרוחות. לרוב קו חוף מאוד חשוף. אם מרגיש כזו רוח/רואה בתחזית - לך לפארק ותרביץ את האימון שם. ניהול העצימות בימים כאלו זה בהחלט אתגר ענק. אני שמח לשמוע שהשתמשת בסטרייד בשביל זה. לאיזה פרמטר כיוונת? לאיזה מספר? בהסתכלות על הלאפים, אני קודם כל בודק את הוואטים שלך. שים לב ש-2 הלאפים של ה400 היו הוואטים הגבוהים ביותר, באופן משמעותי! (ראשון 304, שני 318) זה תואם את התחקיר. משם המספרים התייצבו ולדעתי ה sweet spot הוא סביב ה290. זה נתן לנו קצב 4:20~. תסתכל גם על שבוע שעבר - שם היית על 295-300 וואט וקצב 4:10~. סך הכל תואם. תזכור את המספרים האלו לאימונים דומים. זה עוד כלי לארגז הכלים. נקודה ליישום באימונים הבאים (וזו גם הסיבה שאנחנו כותבים תחקירים כאן בTP): כשיש לך אימון אינטרוולים, תכנס לאימון דומה שביצעת ותראה איך הגוף הגיב ומה היו הנתונים. כמה וואטים, איך הדופק הגיב ומה השתנה מחזרה לחזרה. ככה תגיע עם יותר ידע כדי לקבל החלטות.*","1.33345663547516","2.91000008583069","","173","","161","191","","","0.820847186302011","100.24","43","11","8","16","4","0","0","","","","27","32","1","2","1","16","4","","","","9","3"
"Lower - Maintenance","Strength","","","","2026-01-29","","0","","","","","1.48149919509888","0","","","","80","122","","","0.520335239292735","44.87","89","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Aerobic Run - Easy + Z2 Run","Run","זמן עבודה מתחת לסף הראשון - לשים לב לחלוקת העצימות בין ריצה קלה לריצה בזון 2. לא להפוך את כל הריצה רק כזון 2 או רק כריצה קלה.","0.666666666666667","","2026-01-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Recovery Run (RPE)","Run","הריצה צריכה להיות בקצב קל מאוד. המנטליות - ריצת התאוששות/ג׳וגינג. המספרים פחות חשוב, אך כן נכון לשמור על מאמץ יציב לאורך האימון וללא שינויי עצימות (קצב). דופק צריך להשאר נמוך ויציב, ללא מגמת עלייה.","0.666666666666667","","2026-01-30","","6051.83984375","192","248","461.369"," *30/01/2026 Aviel Bitton: כשהגלים מתחזקים החזקים מתגלים*","0.66712611913681","2.51999998092651","","172","","148","169","","","0.714224242970171","37.31","38","2","0","0","0","0","0","","","","30","10","1","0","0","0","0","","","","2","3"
"Long Run - 30km w/ Continuous MP","Run","מטרת האימון: נדרש להסתכל על האימון בחלוקה ל-2. החצי הראשון מתמקד בעבודה אירובית בעצימות נמוכה. בתחום הזה אנחנו משפרים את היעילות של התהליכים המטבוליים ואת התפקוד של המערכת הקרדיו-ווסקולרית. יש חשיבות לשמור על עצימות נמוכה בשלב הזה. החצי השני הוא ריצה פרוגרסיבית במצב של עייפות שרירית, פסיכולוגית, ומאגרים מדוללים. העבודה הזו משפרת את העמידות של הגוף לעייפות, ואת היכולת של המערכת לשמר את היכולת הפיזית גם בשלבים המאוחרים.","2.98027777777778","30000","2026-01-31","דגשים:שליטה בקצב- לא להיגרר לקצב מהיר מדי בתחילת הריצה. ריצה מהירה היא לא מועילה יותר, ותפגע ביכולת לבצע את החלק השני של האימון. שינויים בקצבי העבודה: תזמון מאמץ נכון לכל מקטע. לשמור על טכניקת ריצה גם בשלבים המאוחרים: תנועת ידיים יעילה, מגע עם הקרקע, קאדנס. ניהול תזונה ונוזלים: צריכת פחמימות מינימום 60 גר׳ לשעה, שתייה עם אלקטרוליטים לכל אורך האימון סביב 750 מ״ג לכל ליטר זה אזור טוב. לתזמן ג׳ל/איזוטוני לפני הקטעים המהירים. עייפות: האתגר העיקרי הוא עמידות ויכולת להחזיק תחת עייפות. דורש גם ריכוז מנטלי במקטעים האחרונים. שים לב לסימני ירידה בביצועים: קצבים, דופק, טכניקה אם MP מרגיש “כבד מדי” בק״מ 3–4 בתוך הבלוק, להוריד קליק ולעבוד על מאמץ, לא מספר. *להמנע ממסלול עם עליות משמעותיות*","30016.599609375","210","294","2313.991"," *01/02/2026 Aviel Bitton: סיכום ריצת לונגראן 30 ק״מ פתיחה / כללי ריצה מצוינת. הריצה הארוכה הכי טובה שהייתה לי עד כה, והיו לי ארוכות בחיי. (זו הפעם הרביעית–חמישית, לא זוכר בדיוק, שאני עושה 30+ ק״מ). ⸻ מה שקדם לריצה •	שתיתי מים לאורך כל היום – בערך ליטר וחצי •	אכלתי ארוחה גדולה בבוקר •	אכלתי ארוחת צהריים גדולה •	שתיתי גם קצת מים עם אלקטרוליטים (קצת פחות מחצי) •	הגעתי מוכן לריצה מנטלית: המוכנות הייתה טובה אחרי ה־28 ק״מ, ותחושת המסוגלות הייתה גבוהה כי כבר הייתי שם. פיזית: הרגשתי מאוד מאושש. העומס ברגליים כן הורגש, אבל לא היה לי שום כאב. השינה הייתה טובה השבוע, ההתאוששות הייתה טובה, והכי חשוב – לא כאב לי כלום, שזה לא קרה לי הרבה זמן. הרגשתי טוב וחזק. ⸻ הגיים צ׳יינג׳ר של הריצה הגיים צ׳יינג׳ר המשמעותי היה שקניתי וסט לריצה. •	היה עליי ליטר מים •	ידעתי שבמהלך הריצה אני צריך למלא עוד בקבוק אחד •	היו לי 3 כדורי מלח •	היו לי 7 ג׳לים היתרון הגדול: פחות התעסקות, פחות עצירות, הכול עליי וזמין, ושקט בראש. עד היום רצתי עם בקבוק 330 מ״ל והייתי צריך למלא אותו כל הזמן. לפעמים כאב לי הראש ולא הצלחתי לנהל כמו שצריך. הפעם עם הווסט (שני בקבוקים של 500 מ״ל) והידיעה שאני צריך למלא רק אחד במהלך הריצה + 7 הג׳לים, ניהלנו את זה אני ואסף בצורה מעולה. ⸻ הריצה עצמה חלק ראשון – 18 ק״מ כל הריצה הייתה על הרף הגבוה מבחינתי בתוך הטווח האיטי יותר, כי זו כבר ריצה שנייה של 30 ק״מ ויש פה ראייה קדימה – לא להעמיס אקסטרה על הגוף. ה־18 ק״מ הראשונים בקצב 6:10–6:15 היו מעולים. עבר מהר, הג׳לים והמים נוהלו טוב, והרגשתי טוב וחזק לאורך כל החלק הזה. הרגשתי גם מוכן לעליית קצב. לקראת עליית קצב (בערך 2 ק״מ לפני) התחילה קצת יותר עייפות ברגליים, אבל עדיין הרגשתי טוב. עליית קצב – 5:40 העליית קצב הייתה מצוינת. •	בערך 2 ק״מ לפני עליית הקצב לקחתי ג׳ל עם קצת קפאין וזה עזר •	נכנסתי לקצב 5:40 טוב •	הרגשתי חזק לאורך כל הסשן •	בק״מ האחרון אפילו הגברתי קצת •	לא התפתיתי להגביר יותר מדי, נשארתי באזור 5:40 וזה היה מעולה •	הרגשתי שאני יכול גם לתת עוד → נתן לי הרבה ביטחון 2 ק״מ אחרונים השני ק״מ האחרונים היו משוחררים, וגם בהם הרגשתי מאוד טוב. בניגוד לשבוע שעבר שהייתי מפורק ודידיתי בשני ק״מ האחרונים, פה הרגשתי חזק גם בסיום. הכי חשוב: בסוף הריצה לא כאב לי כלום בפעם הראשונה. הלכתי רגיל, היה לי בסדר והרגשתי טוב. הופתעתי מאוד לטובה והיה לי כיף לחוות את ההרגשה הזאת אחרי ריצה כזאת אינטנסיבית. ⸻ תזונה / מים / מלחים מים + מלחים כל שעה עגולה: •	סיימתי בערך חצי ליטר מים •	לקחתי כדור מלח זה קרה בשעה הראשונה, השנייה והשלישית. בשעה השלישית סיימתי את הבקבוק ולקחתי את הכדור מלח בערך 10 דקות לפני הסיום, וזה גם השפיע תוך כדי הריצה. ג׳לים •	עד אמצע הריצה וקצת יותר: לקחתי 4 ג׳לים (עד בערך שעה 1:40–1:45) •	בשעה ורבע האחרונות: לקחתי עוד 3 ג׳לים •	סך הכול: 7 ג׳לים מתוך ה־7: •	5 עם קפאין (בערך 20–40 מ״ג לכל אחד) •	2 בלי קפאין הג׳לים היו לי מעולים, טעימים, ולא עשו לי כאבי בטן. כנראה שזה מה שאעשה גם במרתון וגם בחצי, ספציפית עם החברה הזאת. ⸻ עצירות •	עצירה אחת לפיפי – בערך דקה •	עוד חצי עצירה למילוי הבקבוק •	עוד עצירה לפיפי לפני המהיר כולן היו יחסית קצרות. ⸻ יום אחרי הריצה יום אחרי הריצה אני סך הכול מרגיש טוב. יש חולשה ברגליים וקצת כאבים, אבל אני הולך רגיל, מרגיש חזק, מוכן לעוד שבוע. מרגיש המון ביטחון ומאוד שמח. ספרטה.*","3.0565197467804","2.7279999256134","","170","","154","180","","","0.770349045779112","206.64","120","38","23","2","0","0","0","","","","40","125","20","4","1","0","0","","","","7","3"
"Upper","Strength","","","","2026-02-02","","0","1","83","4.203","","2.29655194282532","0","","55","","90","126","","","0.0471030788010122","0.49","138","0","0","0","0","0","0","","","","138","0","0","0","0","0","","","","","",""
"Build 2 Week 4 (Recovery + Half Marathon)","Custom","","","","2026-02-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Recovery Run (RPE)","Run","הריצה צריכה להיות בקצב קל מאוד. המנטליות - ריצת התאוששות/ג׳וגינג. המספרים פחות חשוב, אך כן נכון לשמור על מאמץ יציב לאורך האימון וללא שינויי עצימות (קצב). דופק צריך להשאר נמוך ויציב, ללא מגמת עלייה.","0.75","","2026-02-02","","6225","179","264","483.328"," *02/02/2026 Aviel Bitton: רגוע מאוד, רגליים צריכות התאוששות*","0.750711381435394","2.30299997329712","","169","","140","157","","","0.651138184503252","35","45","0","0","0","0","0","0","","","","40","5","0","0","0","0","0","","","","1","5"
"Activation - MP Reps","Run","","0.923611111111111","9000","2026-02-04","","10003.2900390625","208","278","756.947"," *04/02/2026 Aviel Bitton: קליל תחושת ביטחון טובה לאפ וחצי ראשונים היו עם קצת רוח נגדית חצי מרתון בקצב הזה מרגיש ריאלי*","1.00958859920502","2.75200009346008","","172","","149","169","","","0.776329780074016","67.39","47","13","0","0","0","0","0","","","","20","34","7","2","1","0","0","","","","2","3"
"Lower (Maintenance)","Strength","","","","2026-02-04","","0","","","","","1.27499055862427","0","","","","84","120","","","0.52510944397569","39.18","76","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2026-02-06","","2303.22998046875","196","323","176.121","","0.249476939439774","2.56500005722046","","169","","155","173","","","0.701106841904907","13.1","9","4","1","0","0","0","0","","","","8","5","0","0","0","1","0","","","","1","3"
"Warm Up Protocol","Run","","0.316666666666667","","2026-02-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
